ID,DATE,DEXUSEU
1005,2019-02-07,1.1357
1006,2019-02-08,1.1326
1007,2019-02-11,1.1277
1008,2019-02-12,1.1316
1009,2019-02-13,1.1288
1010,2019-02-14,1.1284
1011,2019-02-15,1.1268
1012,2019-02-18,.
1013,2019-02-19,1.1328
1014,2019-02-20,.
1015,2019-02-21,1.1338
1016,2019-02-22,1.1342
1017,2019-02-25,1.1345
1018,2019-02-26,1.1374
1019,2019-02-27,1.137
1020,2019-02-28,1.1379
1021,2019-03-01,1.1376
1022,2019-03-04,1.1328
1023,2019-03-05,1.13
1024,2019-03-06,1.132
1025,2019-03-07,1.1214
1026,2019-03-08,1.1243
1027,2019-03-11,1.1226
1028,2019-03-12,1.1276
1029,2019-03-13,1.131
1030,2019-03-14,1.1304
1031,2019-03-15,1.1326
1032,2019-03-18,1.1337
1033,2019-03-19,1.1346
1034,2019-03-20,1.1352
1035,2019-03-21,1.1361
1036,2019-03-22,1.1282
1037,2019-03-25,1.1324
1038,2019-03-26,1.128
1039,2019-03-27,1.125
1040,2019-03-28,1.1236
1041,2019-03-29,1.1228
1042,2019-04-01,1.121
1043,2019-04-02,1.1186
1044,2019-04-03,1.1242
1045,2019-04-04,1.1216
1046,2019-04-05,1.1217
1047,2019-04-08,1.1262
1048,2019-04-09,1.1278
1049,2019-04-10,1.1266
1050,2019-04-11,1.1262
1051,2019-04-12,1.1304
1052,2019-04-15,1.1304
1053,2019-04-16,1.1293
1054,2019-04-17,1.1297
1055,2019-04-18,1.1241
1056,2019-04-19,1.1246
1057,2019-04-22,1.1258
1058,2019-04-23,1.1213
1059,2019-04-24,1.1192
1060,2019-04-25,1.114
1061,2019-04-26,1.1154
1062,2019-04-29,1.1166
1063,2019-04-30,1.1201
1064,2019-05-01,1.1246
1065,2019-05-02,1.1184
1066,2019-05-03,1.1186
1067,2019-05-06,1.1197
1068,2019-05-07,1.1178
1069,2019-05-08,1.1206
1070,2019-05-09,1.1228
1071,2019-05-10,1.1241
1072,2019-05-13,1.1232
1073,2019-05-14,1.1207
1074,2019-05-15,1.1208
1075,2019-05-16,1.1178
1076,2019-05-17,1.1166
1077,2019-05-20,1.117
1078,2019-05-21,1.1158
1079,2019-05-22,1.1156
1080,2019-05-23,1.1172
1081,2019-05-24,1.1197
1082,2019-05-27,.
1083,2019-05-28,1.1177
1084,2019-05-29,1.1136
1085,2019-05-30,1.114
1086,2019-05-31,1.1149
1087,2019-06-03,1.1206
1088,2019-06-04,1.1236
1089,2019-06-05,1.1242
1090,2019-06-06,1.1294
1091,2019-06-07,1.1324
1092,2019-06-10,1.1311
1093,2019-06-11,1.1316
1094,2019-06-12,1.131
1095,2019-06-13,1.1275
1096,2019-06-14,1.1217
1097,2019-06-17,1.1235
1098,2019-06-18,1.1196
1099,2019-06-19,1.1214
1100,2019-06-20,1.1284
1101,2019-06-21,1.1328
1102,2019-06-24,1.1393
1103,2019-06-25,1.1386
1104,2019-06-26,1.139
1105,2019-06-27,1.1372
1106,2019-06-28,1.1374
1107,2019-07-01,1.1307
1108,2019-07-02,1.1301
1109,2019-07-03,1.1275
1110,2019-07-04,.
1111,2019-07-05,1.1216
1112,2019-07-08,1.1208
1113,2019-07-09,1.121
1114,2019-07-10,1.126
1115,2019-07-11,1.1261
1116,2019-07-12,1.1254
1117,2019-07-15,1.126
1118,2019-07-16,1.1212
1119,2019-07-17,1.1232
1120,2019-07-18,1.1228
1121,2019-07-19,1.122
1122,2019-07-22,1.1214
1123,2019-07-23,1.1156
1124,2019-07-24,1.1141
1125,2019-07-25,1.1156
1126,2019-07-26,1.1121
1127,2019-07-29,1.1142
1128,2019-07-30,1.1148
1129,2019-07-31,1.113
1130,2019-08-01,1.1062
1131,2019-08-02,1.1112
1132,2019-08-05,1.1197
1133,2019-08-06,1.1196
1134,2019-08-07,1.1236
1135,2019-08-08,1.121
1136,2019-08-09,1.1222
1137,2019-08-12,1.1212
1138,2019-08-13,1.1182
1139,2019-08-14,1.1144
1140,2019-08-15,1.1106
1141,2019-08-16,1.1091
1142,2019-08-19,1.1096
1143,2019-08-20,1.1092
1144,2019-08-21,1.1098
1145,2019-08-22,1.1089
1146,2019-08-23,1.1148
1147,2019-08-26,1.1112
1148,2019-08-27,1.1094
1149,2019-08-28,1.1084
1150,2019-08-29,1.1059
1151,2019-08-30,1.0989
1152,2019-09-02,.
1153,2019-09-03,1.0968
1154,2019-09-04,1.1025
1155,2019-09-05,1.1038
1156,2019-09-06,1.1042
1157,2019-09-09,1.1056
1158,2019-09-10,1.1042
1159,2019-09-11,1.1001
1160,2019-09-12,1.1074
1161,2019-09-13,1.1074
1162,2019-09-16,1.1006
1163,2019-09-17,1.1063
1164,2019-09-18,1.1061
1165,2019-09-19,1.1046
1166,2019-09-20,1.1004
1167,2019-09-23,1.0991
1168,2019-09-24,1.0999
1169,2019-09-25,1.0949
1170,2019-09-26,1.0938
1171,2019-09-27,1.0942
1172,2019-09-30,1.0905
1173,2019-10-01,1.0932
1174,2019-10-02,1.0951
1175,2019-10-03,1.0991
1176,2019-10-04,1.0974
1177,2019-10-07,1.0984
1178,2019-10-08,1.0949
1179,2019-10-09,1.0978
1180,2019-10-10,1.1018
1181,2019-10-11,1.1039
1182,2019-10-14,.
1183,2019-10-15,1.1036
1184,2019-10-16,1.1075
1185,2019-10-17,1.1129
1186,2019-10-18,1.1155
1187,2019-10-21,1.1145
1188,2019-10-22,1.1138
1189,2019-10-23,1.1118
1190,2019-10-24,1.1098
1191,2019-10-25,1.1081
1192,2019-10-28,1.1094
1193,2019-10-29,1.1117
1194,2019-10-30,1.1123
1195,2019-10-31,1.1155
1196,2019-11-01,1.1169
1197,2019-11-04,1.1144
1198,2019-11-05,1.107
1199,2019-11-06,1.1076
1200,2019-11-07,1.1045
1201,2019-11-08,1.1019
1202,2019-11-11,.
1203,2019-11-12,1.1017
1204,2019-11-13,1.1004
1205,2019-11-14,1.1016
1206,2019-11-15,1.1046
1207,2019-11-18,1.1079
1208,2019-11-19,1.1075
1209,2019-11-20,1.1063
1210,2019-11-21,1.1067
1211,2019-11-22,1.1029
1212,2019-11-25,1.1009
1213,2019-11-26,1.1012
1214,2019-11-27,1.1002
1215,2019-11-28,.
1216,2019-11-29,1.1019
1217,2019-12-02,1.1075
1218,2019-12-03,1.1089
1219,2019-12-04,1.1076
1220,2019-12-05,1.1104
1221,2019-12-06,1.1052
1222,2019-12-09,1.1067
1223,2019-12-10,1.109
1224,2019-12-11,1.1092
1225,2019-12-12,1.1115
1226,2019-12-13,1.1128
1227,2019-12-16,1.1139
1228,2019-12-17,1.1148
1229,2019-12-18,1.1113
1230,2019-12-19,1.1128
1231,2019-12-20,1.1076
1232,2019-12-23,1.1091
1233,2019-12-24,1.1084
1234,2019-12-25,.
1235,2019-12-26,1.1102
1236,2019-12-27,1.1174
1237,2019-12-30,1.1217
1238,2019-12-31,1.1227
1239,2020-01-01,.
1240,2020-01-02,1.1166
1241,2020-01-03,1.1173
1242,2020-01-06,1.1187
1243,2020-01-07,1.1138
1244,2020-01-08,1.1117
1245,2020-01-09,1.1106
1246,2020-01-10,1.1119
1247,2020-01-13,1.1138
1248,2020-01-14,1.113
1249,2020-01-15,1.116
1250,2020-01-16,1.1131
1251,2020-01-17,1.1093
1252,2020-01-20,.
1253,2020-01-21,1.1096
1254,2020-01-22,1.1085
1255,2020-01-23,1.1041
1256,2020-01-24,1.1026
1257,2020-01-27,1.1019
1258,2020-01-28,1.1008
1259,2020-01-29,1.1004
1260,2020-01-30,1.1032
1261,2020-01-31,1.1082
1262,2020-02-03,1.1062
1263,2020-02-04,1.1043
1264,2020-02-05,1.1006
1265,2020-02-06,1.0979
1266,2020-02-07,1.095
1267,2020-02-10,1.0916
1268,2020-02-11,1.0917
1269,2020-02-12,1.0893
1270,2020-02-13,1.0848
1271,2020-02-14,1.0839
1272,2020-02-17,.
1273,2020-02-18,1.0815
1274,2020-02-19,1.0794
1275,2020-02-20,1.0797
1276,2020-02-21,1.0855
1277,2020-02-24,1.0857
1278,2020-02-25,1.0868
1279,2020-02-26,1.0887
1280,2020-02-27,1.0977
1281,2020-02-28,1.1001
1282,2020-03-02,1.1164
1283,2020-03-03,1.1175
1284,2020-03-04,1.113
1285,2020-03-05,1.1202
1286,2020-03-06,1.1319
1287,2020-03-09,1.142
1288,2020-03-10,1.1342
1289,2020-03-11,1.128
1290,2020-03-12,1.1081
1291,2020-03-13,1.1066
1292,2020-03-16,1.1139
1293,2020-03-17,1.0971
1294,2020-03-18,1.0833
1295,2020-03-19,1.0699
1296,2020-03-20,1.0682
1297,2020-03-23,1.076
1298,2020-03-24,1.0794
1299,2020-03-25,1.0835
1300,2020-03-26,1.1025
1301,2020-03-27,1.1059
1302,2020-03-30,1.1018
1303,2020-03-31,1.1016
1304,2020-04-01,1.0934
1305,2020-04-02,1.0862
1306,2020-04-03,1.0797
